xml_num,organization,tax_year,form,address,city,website,ein,start_yr,mission,principal_officer,employee_count,volunteer_count,PY_total_revenue,PY_total_expenses,PY_net,CY_total_revenue,CY_total_expenses,CY_net,CY_total_EOY_assets,CY_total_EOY_liabilities,CY_fund_balance,CY_total_salaries,CY_grants_contributions,CY_program_service_rev
287,GIFFORD MED CTR AUXILIARY INC,2019,990,PO BOX 95,RANDOLPH,N/A,030262495,NA,"ENTITY OPERATES A THRIFT SHOP FOR THE SALE OF CLOTHING, TOYS AND OTHER HOUSEHOLD ITEMS. ALL ITEMS SOLD ARE DONATED FROM THE PUBLIC.",MARY FLOYD,16,NA,351108,370065,-18957,342545,370065,10610,202957,391,202566,131226,342545,NA
288,GRAND ISLE RESCUE INC,2019,990,PO BOX 79,GRAND ISLE,GRANDISLEVT.ORG/RESCUE,030337053,1985,NA,MARIE KILBRIDE,NA,31,165513,140925,24588,182580,140925,19239,615416,155,NA,5490,94209,86179
289,Marsha Faryniarz,2019,990,298 College St,Burlington,NA,474761347,2015,THE MISSION OF THE ORGANIZATION IS TO SUPPORT THE GREATER BURLINGTON YMCA IN ALL WAYS POSSIBLE. THIS INCLUDES THE PURCHASE OF PROPERTY AND LEASE OF THAT PROPERTY TO THE GREATER BURLINGTON YMCA.,NA,NA,NA,26934,17619,9315,12500,17619,-105620,28366732,28416081,-49349,NA,12500,NA
291,GREENSBORO HOSPITAL ASSOCIATIONINC,2018,990,47 MAGGIES POND ROAD,GREENSBORO,GREENSBORONURSINGHOME.ORG,030183449,NA,SKILLED NURSING FACILITY PROVIDING SKILLED NURSING AND REHABILITATION SERVICES TO OLDER ADULTS.,CASEY KEEFE,93,NA,2952953,2906857,46096,3087603,2906857,116021,662052,688034,-25982,2147706,67780,2961594
294,HOPE WORKS INC,2018,990,PO BOX 92,BURLINGTON,WWW.HOPEWORKSVT.ORG,030284577,NA,"HOPE WORKS, INC. IS DEDICATED TO ENDING ALL FORMS OF SEXUAL VIOLENCE. WE ARE COMMITTED TO SERVING THE CHITTENDEN COUNTY COMMUNITY THROUGH THE CONTINUED PROVISION OF OUR SERVICES, AND TO BEING A LEADING VOICE IN THE STATE OF VERMONT FOR MEANINGFUL CHANGE IN LAW AND SOCIETY. WE PROVIDE CRISIS COUNSELING AND ADVOCACY FOR THOSE WHOSE LIVES HAVE BEEN AFFECTED BY SEXUAL VIOLENCE. OUR EDUCATION/OUTREACH WORK STRIVES TO CHANGE THE ATTITUDES AND BELIEFS THAT PERPETUATE AND CONDONE THE CYCLE OF VIOLENCE. WE CONSTANTLY SEEK TO EXPAND OUR EFFORTS TO MEET THE NEEDS OF AN INCREASINGLY DIVERSE COMMUNITY AND WELCOME ALL TO OUR AGENCY. SUPPORT FOR OUR MISSION IS ACTIVELY SOUGHT THROUGH FUNDRAISING, DEVELOPMENT, AND THE DEDICATED EFFORTS OF OUR VOLUNTEERS.",DAN SHEPARD,14,50,659950,634026,25924,655470,634026,-41271,496147,98225,397922,457037,650293,5177
295,IMPROVECARENOW INC,2018,990,N-213 GIVEN COURTYARD,BURLINGTON,WWW.IMPROVECARENOW.ORG,203200488,2005,FUND ACTIVITIES TO IMPROVE CARE OF CHILDREN WITH IBD.,RICHARD COLLETTI,NA,NA,2925233,2626049,299184,2765715,2626049,291059,926580,102482,824098,238000,573993,2179224
296,JAZZYS CHILDREN FUND,2015,990PF,1506 ANNIS RD,GROTON,JAZZYSCHILDREN.ORG,464023112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4912,NA,NA,NA,NA,NA
298,Lake Champlain Cancer Research Org Inc,2019,990,7 Cindy Lane,Essex Jct,N/A,222240867,1978,"TO PROVIDE FUNDS/ENABLE MEDICAL RESEARCH FOR THE PREVENTION, CONTROL AND TREATMENT OF CANCER AND RELATED DISEASES.",Barbara Higgins,NA,NA,784778,669672,115106,292033,669672,-25315580,NA,NA,NA,5500,38,NA
299,LAMOILLE AREA CANCER NETWORK INC,2019,990,198 FARR AVE,MORRISVILLE,LACNVT.ORG,205778212,2006,PROVIDE EMERGENCY FINANCIAL ASSISTANCE TO INDIVIDUALS IN TREATMENT FOR CANCER.,PEG DEMARS,NA,120,306627,253297,53330,315874,253297,-21349,549284,NA,549284,NA,279097,NA
300,MAHANA MAGIC FOUNDATION INC,2018,990EZ,P O BOX 4613,Burlington,NA,472277707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312418,NA,NA,NA
301,MILES FOR MIGRAINE,2019,990,16 CILLEY HILL ROAD,JERICHO,WWW.MILESFORMIGRAINE.ORG,010910791,2008,NA,SHIRLEY KESSEL,NA,400,2550377,1502476,1047901,1345098,1502476,-1015935,1092440,383265,NA,185944,1239902,94296
302,MOUNT ANTHONY HOUSING CORPORATION,2018,990,160 HOSPITAL DRIVE,BENNINGTON,WWW.SVHEALTHCARE.ORG,030279740,1981,NA,THOMAS DEE,248,12,12406512,12723371,-316859,11709959,12723371,-1124000,5603761,2907096,NA,8960217,1956,11679544
307,NORTHEAST WASHINGTON COUNTY,2018,990,D/B/A THE HEALTH CENTER,PLAINFIELD,THE-HEALTH-CENTER.ORG,030240129,1974,NA,JOHN MATTHEW,110,NA,9691103,9628140,62963,9857445,9628140,-191219,8641538,2113910,6527628,8125385,2060863,7538640
309,ONION RIVER CROSSROADS INC,2018,990,111 BLISS ROAD,MONTPELIER,ONIONRIVERCROSSROADS.ORG,030262944,1976,"WE WORK TO PROVIDE A SAFE AND STABLE ENVIRONMENT FOR YOUNG WOMEN AND THEIR FAMILIES TO LEARN NEW SKILLS, BUILD CONFIDENCE, AND FIND STRENGTH WHILE THEY PREPARE THEMSELVES FOR FUTURE GOALS.",SUZANNE SMITH,20,NA,862106,895217,-33111,862598,895217,-20786,476105,340068,136037,542801,859976,NA
311,ORLEANS EMERGENCY UNIT INC,2019,990,1 MEMORIAL SQUARE,ORLEANS,NA,237348442,1992,"TO PROVIDE EMERGENCY MEDICAL TRANSPORTATION AND RELATED SERVICES FOR THE ALBANY, BARTON TOWN, BARTON VILLAGE, BROWNINGTON, ORLEANS VILLAGE AND IRASBURG, VT AREAS.",TIMOTHY COTA,30,NA,317567,363161,-45594,440456,363161,-140373,923285,NA,923285,389793,124337,300694
312,PARK STREET HEALTHSHARE INC,2019,990EZ,145 STATE STREET,RUTLAND,N/A,830427544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179878,NA,NA,NA
313,NA,2018,NA,NA,Marlboro,www.poollearningcenter.org,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98507,NA,NA,NA
314,Porter Hospital Inc,2018,990,115 Porter Drive,Middlebury,www.portermedical.org,030181058,1925,NA,Jennifer Bertrand,706,75,86491992,81226042,5265950,92189573,81226042,5540523,70431457,30703342,NA,52901106,352828,91315810
318,RUTLAND REGIONAL HEALTH SERVICES FKA,2018,990,160 ALLEN STREET,RUTLAND,WWW.RRMC.ORG,222534389,1984,"TO IMPROVE THE HEALTH OF THE RUTLAND REGION &amp; SURROUNDING COMMUNITIES BY PROVIDING APPROPRIATE, SUPERIOR, INTEGRATED, PREVENTATIVE, DIAGNOSTIC AND THERAPEUTIC HEALTH SERVICES IN A CARING ENVIRONMENT THROUGH THE STRENGTH OF OUR PEOPLE, TECHNOLOGY AND RELATIONSHIPS.",CLAUDIO D FORT,NA,55,2292067,1327597,964470,2742438,1327597,1471715,28380196,8077725,20302471,827963,128309,849538
319,SOUTHERN VERMONT AREA HEALTH,2018,990,368 RIVER STREET,SPRINGFIELD,www.svtahec.org,030360193,1999,"Enhancing community efforts to obtain, maintain and retain the primary healthcare workforce in southern Vermont.",KATE MCGINN,14,NA,556424,364640,191784,531101,364640,23713,616422,83727,532695,357656,NA,530071
320,SOUTHERN VERMONT THERAPEUTIC RIDING CENTER INC,2019,990EZ,3 Cross Country Cir,Wilmington,www.sovtrc.org,300721248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8170,NA,NA,NA
321,SOUTHWESTERN VERMONT HEALTHCARE FOUNDATION,2018,990,100 HOSPITAL DRIVE,BENNINGTON,WWW.SVHEALTHCARE.ORG,453362785,2011,NA,TOM DEE CEO,NA,83,3505376,2197083,1308293,3581630,2197083,1614788,24531588,713054,23818534,791238,3194527,NA
322,Springfield Medical Care Systems Inc,2018,990,PO Box 2003,Springfield,www.springfieldmed.org,030284813,1982,NA,Joshua Dufresne,366,17,29367502,30124907,-757405,33589745,30124907,3052464,18750973,10006957,NA,21031248,9906087,23599322
323,Tender Loving Respite House,2016,990,15 Ayers Street,Barre,N/A,814770295,2016,To provide in home respite care,ROSLYN HALDANE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,THE UNIVERSITY OF VERMONT HEALTH NETWORK,2018,990,111 COLCHESTER AVE,BURLINGTON,WWW.UVMHEALTH.ORG,452880726,2011,NA,TODD KEATING,NA,NA,20268000,175097,20092903,23864147,175097,19253685,767930157,723839777,NA,736929,NA,NA
325,THE UNIVERSITY OF VERMONT HEALTH NETWORK,2018,990,111 COLCHESTER AVENUE,BURLINGTON,WWW.UVMHEALTH.ORG/MEDCENTER,030225105,1994,NA,DR CLAUDE DESCHAMPS,799,NA,196914671,196914671,NA,261483908,196914671,NA,NA,NA,NA,261483908,NA,261483908
326,NA,2017,NA,1110 Prim Road,Colchester,www.vnacares.org,NA,1906,"The VNA helps people live their fullest lives by providing innovative, high value, compassionate care wherever they call home.",James Manahan,720,219,37679050,33649010,4030040,36214403,33649010,3179185,34172236,4992567,29179669,24114662,3584633,30308521
329,TURNING POINT CENTER OF CENTRAL,2018,990,PO BOX 887,BARRE,WWW.TPCCV.ORG,260075738,2003,"TO HELP PEOPLE FIND, MAINTAIN, AND ENHANCE THEIR RECOVERY FROM SUBSTANCE USE DISORDER BY PROVIDING PEER-BASED RECOVERY SUPPORTS TO INDIVIDUALS AND FAMILIES; BY CONDUCTING EDUCATIONAL PROGRAMS THAT AID IN BUILDING A HEALTHY LIFE; AND BY MAINTAINING A SAFE HAVEN FOR SOBER RECREATION &amp; SOCIAL ACTIVITIES.",NA,14,39,210488,154486,56002,250971,154486,-9865,64710,NA,64710,225666,240036,10727
330,THE UNIVERSITY OF VERMONT MEDICAL CENTER,2018,990,111 COLCHESTER AVENUE,BURLINGTON,WWW.UVMHEALTH.ORG,208022004,2006,NA,BERNARDA ECHO,NA,35,836056,760185,75871,896773,760185,111259,454343,77252,NA,374982,379913,4700
332,Vermont CFIDS Association Inc,2014,990PF,P O Box 3162,Burlington,www.vtcfids.org,043358767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,VERMONT CARES,2018,990,PO BOX 5248,BURLINGTON,WWW.VTCARES.ORG,030307864,1986,"VERMONT CARES WORKS FOR AND WITH VERMONTERS AFFECTED BY HIV/AIDS TO PROMOTE WELLBEING THROUGH A SPECTRUM OF PREVENTION, SUPPORT, AND ADVOCACY SERVICES.",PETER JACOBSEN,15,99,942186,984434,-42248,1010726,984434,77998,149721,151886,-2165,577399,981472,28688
334,NA,NA,NA,NA,NA,NA,222965024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
